token,coingecko_id,current_price_usd,volume_24h_usd,market_cap_usd,label_source,evidence_type,evidence_detail_json,has_signal_evidence
BNT,bancor,0.299957,210246.568602486688,32684054.30802507326,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
BLZ,bluzelle,0.0091098,201349.360159512056,4274002.673795187846,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
NTRN,neutron-3,0.00244654,182035.211791270849,2047364.121190915117,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
MKR,maker,1754.55,53056.467051417021,0,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
UNIBOT,unibot,0.927085,26980.07803692123,927084.972083362518,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
MA,mind-ai,0.00013653,18556.247178219128,14039.443162406971,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
COP,copiosa,0.00027855,13917.414983849874,0,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
XPT,xpt,0.00484519,10990.475051423466,4845097.36698986683,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
PUMPBTC,pumpbtc,70032,8238.909823864213,48172136.811880201101,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
AI16Z,ai16z,0.00051594,7933.007013928805,569876.947347801295,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
OM,mantra-dao,0.066868,6401.528330475703,325392840.101425111294,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
XPD,petrodollar-2,0.0000276,1550.263880404044,27616.476568158549,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
FTM,fantom,0.04539766,561.745451926783,0,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
CRCL,just-a-circle,0.00002419,457.132200240687,24179.881139606772,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
PANDORA,pandora,111.63,361.524778114749,1116436.607392098056,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
COST,costco-hot-dog,0.00022884,298.727494243856,217210.385082910099,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
FRIEND,friend-tech,0.00442489,251.942394532702,419521.152163860912,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
HOOD,hood,0.00000348,128.633634441049,2742.242577219125,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
SHIA,shiba-saga,0.00011989,101.740864446963,33578.875982939302,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
OX,ox-fun,0.00002296,41.767548319423,59762.153107818885,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
BABA,baba,0.00001789,35.771397810263,17881.696287028859,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
SPY,smarty-pay,0.00023358,33.400348316211,0,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
ORCL,oracle-3,0.00145903,23.216255773545,30639.605052842773,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
CANTO,canto,0.00135454,10.837656977066,823976.456821188214,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
APP,moon-app,0.00004875,9.636203742295,96818.26503599131,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
TSLA,tsla6900,0.000000034738,5.091353593948,14613.759416461435,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
OXY,oxygen,0.00044558,4.410113011782,90105.014541177865,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
LOOM,loom-network-new,0.0001173,3.955689663009,145799.187989025144,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
1000000BABYDOGE,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
1000000BOB,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
1000000CHEEMS,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
10000SATS,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
1000FLOKI,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
1000LUNC,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
1000NEIROCTO,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
1000PEPE,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
1000TOSHI,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
1000TURBO,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
1MCHEEMS,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AAPL,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ACE,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ACN,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ACT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ADA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AGI,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AGT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AI,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AIN,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AIO,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AKT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ALGO,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ALICE,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ALL,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ALT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AMD,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AMZN,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ANIME,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
APE,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
APEX,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ARB,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ARC,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ARIA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ARK,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ARM,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ASML,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ASTER,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ASTR,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ATA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ATH,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ATOM,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AUCTION,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AVA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AVAAI,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AVAX,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AVGO,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
B,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BABY,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BADGER,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BAN,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BANANA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BANK,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BAT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BB,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BCH,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BEAM,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BEAMX,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BEAT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BEL,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BIO,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BIRB,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BLAST,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BMT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BNB,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BOB,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BOBA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BOBBOB,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BONK,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BRETT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BROCCOLI,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BROCCOLI714,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BROCCOLIF3B,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BTCDOM,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BTR,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BULLA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BZ,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
C,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CC,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CFX,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CHILLGUY,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CHR,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CL,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CLANKER,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CLO,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CLOUD,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
COIN,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
COLLECT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
COOKIE,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
COPPER,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CORE,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
COS,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
COW,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CRO,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CRV,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CRWV,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CSCO,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CYBER,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
D,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
DAM,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
DASH,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
DBR,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
DEEP,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
DEGEN,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
DODOX,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
DOG,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
DOGE,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
DOGS,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
DOT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
DYDX,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
EDEN,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
EPIC,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ERA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ESP,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ETH,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ETHBTC,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
EUR,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
EWH,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
EWJ,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
EWY,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
F,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FARTCOIN,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
"FARTCOIN,RAYDIUM,9BB6NFECJBCTNNLFKO2FQVQBQ8HHM13KCYYCDQBGPUMP",,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FF,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FIGHT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FIL,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FLOCK,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FLOKI,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FLOW,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FLUX,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FORM,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FRAX,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FUN,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FUTU,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FXS,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
G,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GAS,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GE,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GIGA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GME,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GMT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GNO,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GOAT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GODS,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GOOGL,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GRASS,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GTC,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GUA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
H,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
HANA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
HIGH,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
HIVE,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
HOLO,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
HPOS,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
HPOS10I,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
HYPE,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
HYPER,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
IBM,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ID,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
IN,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
INDA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
INIT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
INTC,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
INX,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
IOTX,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
IWM,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
